,evt_block_time,evt_tx_hash,from,to,value
0,2023-10-06 13:25:59.000 UTC,0xfbac4a7a55fc4be8f70cace91dc4f2e27c37539cb1e21135b242d90ac16c6ea2,0xba12222222228d8ba445958a75a0704d566bf2c8,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,8.823474902493377
1,2024-04-14 05:06:23.000 UTC,0x58e682e5e6da9a466ec3b03ca21dff75b88a0fac1633365dba1195509cfdcb18,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0xba12222222228d8ba445958a75a0704d566bf2c8,0.14600829779261518
2,2024-06-17 11:06:11.000 UTC,0x8c7a7fe96de9af229734acc4b871fb6234e4df7875f3663eba85d9b07fc0f9ab,0x1fee92a8e2948c194c7c274d91de1806d9e9b07b,0xf01cde6d70596b7255dd2fcfbd19feaf4ed142f9,0.13530659935474412
3,2023-11-28 16:15:23.000 UTC,0x6db07e902c47277b2233d9512b8bbe24787cc224eab77400f77d0fafd6bd7c27,0x569d80cd3154087fad8cb571be715832250979a2,0xa96a65c051bf88b4095ee1f2451c2a9d43f53ae2,12.0
4,2023-12-25 01:46:47.000 UTC,0x08f464907b43239cf923425c3efbf582480eb0d3c49ea6a3991faea16716d4fe,0x838421126ac890b6c5426d57b2ba16ba1043d285,0x13760f50a9d7377e4f20cb8cf9e4c26586c658ff,9.892134778504861
5,2024-01-12 06:25:47.000 UTC,0xe157db179da0fed37b6430776a468f15d178ac4719e333d15aa6f31bba0c569c,0x39d4442d8d2d3bc1861c6f9e612654fecdc1bf1d,0xe0cb07602f7b3386e91ede8ea8c021024869b7b7,0.0
6,2024-09-12 08:00:59.000 UTC,0x2947b3b97037f498247c1fa2330696508564f8d06355b71d04c30490d9f19ecd,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,0xba12222222228d8ba445958a75a0704d566bf2c8,0.06016906243813404
7,2023-12-07 08:55:11.000 UTC,0xb31f9420ac7fcc8af64900b63f2344617d68ae63080d226c05dd0ce202f58914,0xa4871ec83224239412ef926aedeb65c7210a3523,0x0000000000000000000000000000000000000000,1.589347136761613
8,2023-11-17 08:44:47.000 UTC,0x3eeece43a740c2c7d103dc687d2217cddbdfb206d3313d5968123c0c4560e8b1,0xeedf45c59cf444fd898d0ea3ee17707a94173cd6,0xf047f23acfdb1315cf63ad8ab5146d5fda4267af,0.005005336770300658
9,2023-10-10 01:52:35.000 UTC,0x87f0f0ea12cbaca521d59bb4ebeaf93f9450d7cfa14a20481465631311e4c032,0x6147805e1011417b93e5d693424a62a70d09d0e5,0x66356491821a83431be84f62eb9fb5ad67015274,0.36581669384489807
10,2024-04-19 03:05:23.000 UTC,0xf6296377bead421ac11b3e9d83288fb48222c3a762e971228a97355dfb33c6b4,0x5f107aef405073fe2f5960106c79528b7f0936b3,0x13760f50a9d7377e4f20cb8cf9e4c26586c658ff,0.07510028660915755
11,2024-07-03 15:15:47.000 UTC,0x6921d35e16b8aaf0a2022a39eaa0bad97a479fa08ef71be0cefa13b3f2212d6b,0xff9704a23d4c4f57c69d86e1113c1e9204cd804e,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0.16808036255819367
12,2024-05-07 16:10:59.000 UTC,0xfd02c8577b7393329735c3d7cfd9ed7b57ce54debff35e2db10bcf36d83b5d24,0x233f04427962d9dc3b8a71e5fb413bb176b18212,0xf047f23acfdb1315cf63ad8ab5146d5fda4267af,3.0
13,2024-08-11 11:46:59.000 UTC,0x428ef0419dc778e3dff797e448c94fc94a8ae62117c8bfefd126a2be9ab2bfda,0xddae006600000000efeb4d7a6600007d6e1f001f,0xa96a65c051bf88b4095ee1f2451c2a9d43f53ae2,0.04518267915435096
14,2023-12-05 04:56:47.000 UTC,0x89ac5afe849416ce9e6184f4c5ce3c9e840ec290ff0d10a8e907fe2833b23ced,0xe30062750007002400ba00c47e004a0600e500fb,0x1fee92a8e2948c194c7c274d91de1806d9e9b07b,0.28865766443325624
15,2024-07-19 13:06:35.000 UTC,0x89bf7565b55e42aa7b314bf7616910b453a576c716f7ba7a837a045241a3c23c,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0x1a78ff7729511891a3445cb9407e0b5b8aecb692,0.07139624718884958
16,2023-10-17 23:05:47.000 UTC,0x07c356db652f42940ece305574bec9e4486287e561abcb172804ceb89ffd806e,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0x2c6a3cd97c6283b95ac8c5a4459ebb0d5fd404f4,1.8165728757603505
17,2024-07-06 16:04:23.000 UTC,0x7c30c0f8b998b1ab4dc2e9924d47ac644f7ef1b823e506d5c96684841ecffbe4,0x1b72bac3772050fdcaf468cce7e20deb3cb02d89,0x1e8b6ac39f8a33f46a6eb2d1acd1047b99180ad1,78.19124470082792
18,2023-10-21 11:11:59.000 UTC,0x78c51139ec382e18d49e257b4e699568cc3e9e561809bc85f7a79e93a9c4e384,0x0000000000000000000000000000000000000000,0x84db6ee82b7cf3b47e8f19270abde5718b936670,8.814089136e-08
